Image,SinSR_NIQE,SinSR_BRISQUE,SinSR_CLIP-IQA+,SinSR_MUSIQ,ResShift_NIQE,ResShift_BRISQUE,ResShift_CLIP-IQA+,ResShift_MUSIQ
000041.png,7.410586010402952,26.71478271484375,0.3299470543861389,26.278457641601562,7.468139948138904,23.68035888671875,0.27448105812072754,24.96666717529297
000033.png,4.455543957554342,0.26947021484375,0.3434481620788574,52.449005126953125,4.988837290659206,1.43365478515625,0.290475070476532,56.975990295410156
000042.png,6.522093697494201,17.60565185546875,0.34828418493270874,33.26500701904297,6.870876841844762,9.02984619140625,0.27787983417510986,39.37851333618164
000027.png,4.982223960836726,6.76409912109375,0.3918728828430176,41.54895782470703,5.383307101141235,11.90032958984375,0.3840707838535309,44.55372619628906
000039.png,4.819882019711839,6.55267333984375,0.38548219203948975,25.394296646118164,5.076315942337847,7.95672607421875,0.3031540811061859,38.459678649902344
000031.png,4.76813624992097,6.71331787109375,0.3756968379020691,27.194150924682617,5.241103483864374,8.57342529296875,0.3057961165904999,44.998023986816406
000048.png,3.9753701122420444,6.85394287109375,0.3673633635044098,50.558372497558594,4.536136087385206,15.60455322265625,0.3157489597797394,51.27705383300781
